"id","rating","raters"
4315,3.14,3226
4316,3.1,12133
4317,3.65,5945
4318,3.41,3519
4319,3.43,3616
4320,3.33,3012
4321,3.49,1951
4322,3.44,5913
4323,3.47,2978
4324,3.13,3565
4325,3.33,5276
4326,3.32,2651
4327,3.49,4453
4328,3.15,1320
4329,3.28,38617
4330,3.33,24415
4331,3.2,281
4332,3.39,4945
4333,3.38,4271
4334,3.31,1702
4335,3.52,1645
4336,3.62,4790
4337,3.84,2444
4338,3.29,2634
4339,3.67,6108
4340,3.03,96067
4341,2.96,62091
4342,3.36,12245
4343,3.53,14415
4344,3.29,70576
4345,3.4,19048
4346,3.32,7277
4347,3.3,6794
4348,3.4,4343
4349,3.25,1653
4350,3.07,17206
4351,3.02,4441
4352,3.01,3641
4353,3.47,155462
4354,3.57,52113
4355,3.04,49642
4356,3.59,11336
4357,3.48,4304
4358,3.55,25934
4359,3.45,21934
4360,3.53,2816
4361,3.44,6313
4362,3.61,8227
4363,3.27,2523
4364,3.75,1830
4365,3.72,5807
4366,3.84,32650
4367,3.4,38220
4368,3.6,1916
4369,3.72,4433
4370,3.45,35872
4371,3.5,5257
4372,3.5,5234
4373,3.69,1402
4374,3.23,5229
4375,3.68,2887
4376,3.55,16452
4377,3.52,9995
4378,3.62,4491
4379,3.71,7216
4380,3.65,1538
4381,3.58,1869
4382,4,1840
4383,3.79,3133
4384,3.71,3150
4385,3.71,1586
4386,3.51,3379
4387,3.55,21558
4388,3.4,12954
4389,3.75,862
4390,3.43,7834
4391,3.22,12170
4392,3.07,14002
4393,3.56,6001
4394,3.23,3703
4395,3.07,14002
4396,3.42,1759
4397,3.51,811
4398,3.35,1706
4399,3.38,1778
4400,3.34,2978
4401,3.68,639
4402,3.71,1812
4403,3.71,1813
4404,3.7,1254
4405,3.81,267
4406,3.67,5993
4407,3.7,1674
4408,3.86,2239
4409,3.78,1930
4410,2.94,89639
4411,3.24,118461
4412,3.52,68481
4413,3.21,92902
4414,3.47,64395
4415,3.42,45027
4416,2.99,130614
4417,3.42,93439
4418,3.29,37544
4419,3.22,52912
4420,3.33,23366
4421,3.3,15364
4422,3.34,19021
4423,3.19,32788
4424,3.34,28984
4425,3.56,13408
4426,3.49,7549
4427,3.31,15880
4428,3.44,60181
4429,3.51,16733
4430,3.69,27143
4431,3.32,31799
4432,3.43,27930
4433,3.11,15100
4434,3.34,10765
4435,3.53,7594
4436,3.56,15174
4437,3.28,5557
4438,3.39,8345
4439,3.31,14886
4440,3.09,6917
4441,3.11,6849
4442,3.37,4351
4443,3.32,24335
4444,3.32,24335
4445,3.44,10609
4446,3.37,1973
4447,3.27,5965
4448,3.4,3742
4449,3.48,8699
4450,3.6,10360
4451,3.52,6134
4452,3.61,6324
4453,3.2,18096
4454,3.49,5280
4455,3.29,18492
4456,3.37,2962
4457,3.03,1430
4458,3.54,3537
4459,3.48,5606
4460,3.48,10100
4461,3.61,6581
4462,3.35,5824
4463,3.42,9635
4464,3.21,3569
4465,3.5,3594
4466,3.36,7078
4467,3.52,6178
4468,3.33,2218
4469,3.36,11180
4470,3.38,2186
4471,3.56,5505
4472,3.46,1467
4473,3.51,5201
4474,3.73,16186
4475,3.62,20468
4476,3.6,14987
4477,3.58,13454
4478,3.45,12842
4479,3.68,422
4480,3.57,4082
4481,3.65,2785
4482,3.35,5293
4483,3.53,4899
4484,3.43,4001
4485,3.46,2492
4486,3.54,60388
4487,3.41,28697
4488,3.62,35678
4489,3.22,5699
4490,3.46,9582
4491,3.42,5223
4492,3.35,10027
4493,3.66,4057
4494,3.52,2217
4495,3.58,4278
4496,3.72,10931
4497,3.35,2456
4498,3.68,4058
4499,3.59,4213
4500,3.48,3304
4501,3.47,3671
4502,3.24,2157
4503,3.64,1619
4504,3.82,47168
4505,3.64,89097
4506,3.66,56180
4507,3.46,51178
4508,3.5,45992
4509,3.36,83299
4510,3.6,36292
4511,3.58,46744
4512,3.57,24906
4513,3.54,53563
4514,3.54,27644
4515,3.74,8912
4516,3.59,15006
4517,3.58,27821
4518,3.64,38487
4519,3.68,16456
4520,3.69,19968
4521,3.63,10953
4522,3.43,13849
4523,3.49,14114
4524,3.6,5162
4525,3.56,12956
4526,3.6,12912
4527,3.62,22554
4528,3.49,6991
4529,3.5,14446
4530,3.62,11220
4531,3.39,6241
4532,3.4,590
4533,3.35,7495
4534,3.67,11180
4535,3.51,3700
4536,3.39,7155
4537,3.63,9553
4538,3.53,9104
4539,3.66,3665
4540,3.67,6939
4541,3.3,4777
4542,3.59,3677
4543,3.51,3842
4544,3.58,3402
4545,3.57,6170
4546,3.59,2557
4547,3.39,3386
4548,3.53,6166
4549,3.34,1543
4550,3.54,2215
4551,3.73,4020
4552,3.57,1379
4553,3.32,3796
4554,3.54,6593
4555,3.65,2841
4556,3.51,2734
4557,3.57,4453
4558,3.6,1775
4559,3.73,15141
4560,3.57,10086
4561,3.62,17136
4562,3.7,12473
4563,3.63,6570
4564,3.48,13526
4565,3.58,5182
4566,3.53,3560
4567,3.31,1048
4568,3.54,7656
4569,3.3,7694
4570,3.65,4378
4571,3.24,458
4572,3.37,55825
4573,3.57,8692
4574,3.46,30986
4575,3.48,27813
4576,3.32,6043
4577,3.64,22764
4578,3.4,15626
4579,3.46,49999
4580,3.52,8018
4581,3.22,25241
4582,3.33,1831
4583,3.45,19806
4584,3.45,13541
4585,3.39,11136
4586,3.33,31209
4587,3.45,4816
4588,3.58,7189
4589,3.81,17165
4590,3.62,11188
4591,3.58,4525
4592,3.73,24571
4593,3.48,5160
4594,3.55,1419
4595,3.53,2007
4596,3.6,2466
4597,3.64,3039
4598,3.74,1019
4599,3.25,3586
4600,3.57,2020
4601,3.68,1402
4602,3.42,914
4603,3.47,291
4604,3.58,857
4605,3.42,40481
4606,3.55,51649
4607,3.59,15739
4608,3.53,21599
4609,3.46,43772
4610,3.46,43772
4611,3.75,9011
4612,3.79,1953
4613,3.73,7750
4614,3.46,8931
4615,3.67,14073
4616,3.67,7767
4617,3.53,5703
4618,3.84,2232
4619,3.43,18134
4620,3.78,6353
4621,3.55,3833
4622,3.59,5106
4623,3.86,1819
4624,3.6,8212
4625,3.65,4714
4626,3.76,14176
4627,3.63,3689
4628,3.66,5637
4629,3.5,1996
4630,3.6,3395
4631,3.27,162957
4632,3.58,70629
4633,3.48,27010
4634,3.08,4842
4635,3.46,34650
4636,3.46,5770
4637,3.58,7007
4638,3.46,7575
4639,3.52,6995
4640,3.48,10410
4641,3.57,2272
4642,3.19,3347
4643,3.3,7694
4644,3.34,15512
4645,3.52,9626
4646,3.56,6765
4647,3.33,5662
4648,3.47,5404
4649,3.28,2429
4650,3.27,1545
4651,3.57,3367
4652,3.42,3946
4653,3.51,1908
4654,3.16,316
4655,3.46,1318
4656,3.48,151
4657,3.66,150
4658,3.34,242
4659,3.3,69
4660,3.39,71586
4661,3.5,202792
4662,3.4,137114
4663,3.59,121586
4664,3.55,32943
4665,3.69,38051
4666,3.48,81250
4667,3.24,30829
4668,3.37,59396
4669,3.52,51359
4670,3.67,42751
4671,3.5,27815
4672,3.6,45696
4673,3.82,62626
4674,3.44,9210
4675,3.6,62525
4676,3.13,29268
4677,3.45,26186
4678,3.3,53701
4679,3.12,21404
4680,3.49,38496
4681,3.28,46827
4682,3.26,9944
4683,3.54,20184
4684,3.44,28132
4685,3.48,69728
4686,3.67,42010
4687,3.58,40036
4688,3.79,1060
4689,3.62,12970
4690,3.51,13233
4691,3.28,65826
4692,3.4,43567
4693,3.5,14461
4694,3.53,16086
4695,3.54,17694
4696,3.53,79501
4697,3.71,10376
4698,3.44,63870
4699,3.9,15759
4700,3.79,11573
4701,2.25,299379
4702,3.73,14723
4703,3.43,63581
4704,2.91,14263
4705,3.51,25129
4706,3.56,24544
4707,3.29,17715
4708,3.19,7714
4709,2.34,275258
4710,3.14,5471
4711,3.48,8543
4712,3.85,17497
4713,3.78,12003
4714,2.65,6001
4715,3.54,8344
4716,3.46,194
4717,3.45,4336
4718,3.54,6409
4719,3.58,5543
4720,3.69,6012
4721,3.45,13340
4722,3.86,10463
4723,3.64,2685
4724,3.44,11717
4725,3.36,5181
4726,3.38,5819
4727,3.47,8130
4728,3.26,8179
4729,3.42,12697
4730,3.33,9435
4731,3.34,7016
4732,3.52,15048
4733,3.28,65826
4734,3.51,6907
4735,3.73,13931
4736,3.73,13931
4737,3.47,4743
4738,3.67,42010
4739,3.46,2567
4740,3.38,15100
4741,3.35,6699
4742,3.22,7121
4743,3.73,18341
4744,3.59,53919
4745,3.69,20731
4746,3.5,20798
4747,3.51,64228
4748,3.65,24668
4749,3.65,24668
4750,3.46,43486
4751,3.44,76451
4752,3.52,25548
4753,3.31,17979
4754,3.5,14789
4755,3.03,19159
4756,3.54,14450
4757,3.16,8444
4758,3.25,40961
4759,3.75,22670
4760,3.41,5328
4761,3.11,7488
4762,3.29,45652
4763,3.36,20729
4764,3.43,7742
4765,3.78,9196
4766,3.78,9196
4767,3.72,10915
4768,3.12,26468
4769,3.93,501
4770,3.2,6142
4771,3.57,2439
4772,3.99,3953
4773,3.8,3425
4774,3.5,7002
4775,3.64,4289
4776,3.38,5179
4777,3.9,6979
4778,3.94,9943
4779,3.57,5902
4780,2.86,3758
4781,3.33,8112
4782,3.56,4670
4783,3.54,1760
4784,3.74,10561
4785,3.74,10561
4786,3.51,3040
4787,3.09,991
4788,3.08,1627
4789,3.62,2743
4790,3.35,2465
4791,3.55,3728
4792,3.65,20102
4793,3.74,16578
4794,3.69,52802
4795,2.99,23697
4796,3.54,5680
4797,3.56,7064
4798,3.77,14809
4799,3.57,3855
4800,3.37,603
4801,3.68,999
4802,3.79,1672
4803,3.68,3289
4804,3.43,4948
